ID,ID2,Item title,Final URL,Image URL,Item subtitle,Item description,Item category,Price,Sale price,Contextual keywords,Item address,Tracking template,Custom parameter,Final mobile URL,Android app link,iOS app link,iOS app store ID,Formatted price,Formatted sale price
33084,,2020 Audi A1,https://www.4guys.co.nz/vehicle-details?id=3689188,https://dataapi.autoplay.co.nz/image.ashx?id=91506921&w=500&h=375&l=true,"18,127 km",2020 Audi A1 35TFSI Advanced AUTO 1.5L TURBO 5 DOOR,Hatchback,28800.00 NZD,,Audi; A1; 2020; Hatchback,,,{_make}=Audi;{_model}=A1;{_year}=2020,,,,,,
33085,,2019 Kia Carnival,https://www.4guys.co.nz/vehicle-details?id=3692555,https://dataapi.autoplay.co.nz/image.ashx?id=90439882&w=500&h=375&l=true,"89,499 km",2019 Kia Carnival EX 2.2L 8 SEATER COACH AUTO 2.2L TURBO DIESEL 5 DOOR,Van,37800.00 NZD,,Kia; Carnival; 2019; Van,,,{_make}=Kia;{_model}=Carnival;{_year}=2019,,,,,,
33090,,2014 Toyota 86,https://www.4guys.co.nz/vehicle-details?id=3694550,https://dataapi.autoplay.co.nz/image.ashx?id=90438903&w=500&h=375&l=true,"30,830 km",2014 Toyota 86 GT COUPE AUTO 2.0L,Coupe,25800.00 NZD,,Toyota; 86; 2014; Coupe,,,{_make}=Toyota;{_model}=86;{_year}=2014,,,,,,
33100,,2015 BMW 320i,https://www.4guys.co.nz/vehicle-details?id=3697150,https://dataapi.autoplay.co.nz/image.ashx?id=91506312&w=500&h=375&l=true,"58,652 km",2015 BMW 320i M SPORT S/W AUTO 2.0L TURBO 5 DOOR,Station Wagon,23800.00 NZD,,BMW; 320i; 2015; Station Wagon,,,{_make}=BMW;{_model}=320i;{_year}=2015,,,,,,
33119,,2024 BMW X7,https://www.4guys.co.nz/vehicle-details?id=3706926,https://dataapi.autoplay.co.nz/image.ashx?id=90440109&w=500&h=375&l=true,"18,896 km",2024 BMW X7 XDRIVE 40D M SPORT 4WD AUTO (8SPD) 3.0L TWIN TURBO DIESEL MILD HYBRID,RV/SUV,144800.00 NZD,,BMW; X7; 2024; RV/SUV,,,{_make}=BMW;{_model}=X7;{_year}=2024,,,,,,
33137,,2012 Chevrolet Camaro,https://www.4guys.co.nz/vehicle-details?id=3715035,https://dataapi.autoplay.co.nz/image.ashx?id=90802430&w=500&h=375&l=true,"66,120 km",2012 Chevrolet Camaro 2SS/RS (426hp) COUPE AUTO 6.2L V8 (FACELIFT),Coupe,59800.00 NZD,,Chevrolet; Camaro; 2012; Coupe,,,{_make}=Chevrolet;{_model}=Camaro;{_year}=2012,,,,,,
33142,,2012 Mercedes-Benz A 180,https://www.4guys.co.nz/vehicle-details?id=3719156,https://dataapi.autoplay.co.nz/image.ashx?id=90802564&w=500&h=375&l=true,"39,785 km",2012 Mercedes-Benz A 180 SPORT HATCH BACK AUTO 1.6L 5 DOOR 2WD,Hatchback,15800.00 NZD,,Mercedes-Benz; A 180; 2012; Hatchback,,,{_make}=Mercedes-Benz;{_model}=A 180;{_year}=2012,,,,,,
33147,,2018 Ford Mustang,https://www.4guys.co.nz/vehicle-details?id=3720295,https://dataapi.autoplay.co.nz/image.ashx?id=90976210&w=500&h=375&l=true,"19,022 km",2018 Ford Mustang SHELBY GT350 (2018) 6SPD MANUAL 5.2L V8 (520hp) COUPE,Coupe,129800.00 NZD,126800.00 NZD,Ford; Mustang; 2018; Coupe,,,{_make}=Ford;{_model}=Mustang;{_year}=2018,,,,,,
33145,,2024 BMW 118i,https://www.4guys.co.nz/vehicle-details?id=3728268,https://dataapi.autoplay.co.nz/image.ashx?id=91147021&w=500&h=375&l=true,"7,545 km",2024 BMW 118i M SPORT HATCH BACK (NZ NEW) AUTO 1.5L TURBO 5 DOOR,Hatchback,44800.00 NZD,,BMW; 118i; 2024; Hatchback,,,{_make}=BMW;{_model}=118i;{_year}=2024,,,,,,
33152,,2018 Holden Trax,https://www.4guys.co.nz/vehicle-details?id=3732372,https://dataapi.autoplay.co.nz/image.ashx?id=93264601&w=500&h=375&l=true,"65,553 km",2018 Holden Trax LTZ 1.4L (NZ NEW) AUTO SUV,RV/SUV,17800.00 NZD,,Holden; Trax; 2018; RV/SUV,,,{_make}=Holden;{_model}=Trax;{_year}=2018,,,,,,
33171,,2019 Holden Trailblazer,https://www.4guys.co.nz/vehicle-details?id=3733734,https://dataapi.autoplay.co.nz/image.ashx?id=91506267&w=500&h=375&l=true,"66,868 km",2019 Holden Trailblazer LTZ AUTO 2.8L TURBO DIESEL 7 SEATER SUV,RV/SUV,40800.00 NZD,,Holden; Trailblazer; 2019; RV/SUV,,,{_make}=Holden;{_model}=Trailblazer;{_year}=2019,,,,,,
33181,,2020 Hyundai iMax,https://www.4guys.co.nz/vehicle-details?id=3735992,https://dataapi.autoplay.co.nz/image.ashx?id=91147970&w=500&h=375&l=true,"62,200 km",2020 Hyundai iMax 2.5L CRDI 8 SEATER COACH AUTO 5 DOOR,Van,44800.00 NZD,,Hyundai; iMax; 2020; Van,,,{_make}=Hyundai;{_model}=iMax;{_year}=2020,,,,,,
33182,,2016 SsangYong Actyon Sports,https://www.4guys.co.nz/vehicle-details?id=3735993,https://dataapi.autoplay.co.nz/image.ashx?id=91507399&w=500&h=375&l=true,"113,380 km",2016 SsangYong Actyon Sports D/CAB 4WD AUTO 2.0L TURBO DIESEL (NZ NEW),Utility,23800.00 NZD,,SsangYong; Actyon Sports; 2016; Utility,,,{_make}=SsangYong;{_model}=Actyon Sports;{_year}=2016,,,,,,
33186,,2021 RAM 1500,https://www.4guys.co.nz/vehicle-details?id=3737641,https://dataapi.autoplay.co.nz/image.ashx?id=91147941&w=500&h=375&l=true,"12,600 km",2021 RAM 1500 TRX CREWCAB WD (702hp) AUTO 6.2L V8 SUPER CHARGED,Utility,189800.00 NZD,,RAM; 1500; 2021; Utility,,,{_make}=RAM;{_model}=1500;{_year}=2021,,,,,,
33198,,2019 Holden Trailblazer,https://www.4guys.co.nz/vehicle-details?id=3741926,https://dataapi.autoplay.co.nz/image.ashx?id=91506948&w=500&h=375&l=true,"69,150 km",2019 Holden Trailblazer LTZ 7 SEATER (NZ NEW) AUTO 2.8L TURBO DIESEL 5 DOOR 4WD,RV/SUV,39800.00 NZD,,Holden; Trailblazer; 2019; RV/SUV,,,{_make}=Holden;{_model}=Trailblazer;{_year}=2019,,,,,,
32619,,2016 Ford Focus,https://www.4guys.co.nz/vehicle-details?id=3746928,https://dataapi.autoplay.co.nz/image.ashx?id=91506415&w=500&h=375&l=true,"52,859 km",2016 Ford Focus SPORT H/BACK (NZ NEW) AUTO 1.5L TURBO 5 DOOR,Hatchback,18950.00 NZD,,Ford; Focus; 2016; Hatchback,,,{_make}=Ford;{_model}=Focus;{_year}=2016,,,,,,
33214,,2017 Mitsubishi ASX,https://www.4guys.co.nz/vehicle-details?id=3747084,https://dataapi.autoplay.co.nz/image.ashx?id=91506358&w=500&h=375&l=true,"65,780 km",2017 Mitsubishi ASX XLS 2.0L (NZ NEW) AUTO 5 DOOR 2WD,RV/SUV,20800.00 NZD,,Mitsubishi; ASX; 2017; RV/SUV,,,{_make}=Mitsubishi;{_model}=ASX;{_year}=2017,,,,,,
33222,,2019 Holden Equinox,https://www.4guys.co.nz/vehicle-details?id=3750639,https://dataapi.autoplay.co.nz/image.ashx?id=91980668&w=500&h=375&l=true,"60,895 km",2019 Holden Equinox LTZ 2.0L 4WD AUTO 5 DOOR (NZ NEW),RV/SUV,27800.00 NZD,,Holden; Equinox; 2019; RV/SUV,,,{_make}=Holden;{_model}=Equinox;{_year}=2019,,,,,,
33223,,2022 Kia Sportage,https://www.4guys.co.nz/vehicle-details?id=3750640,https://dataapi.autoplay.co.nz/image.ashx?id=91932744&w=500&h=375&l=true,"41,108 km",2022 Kia Sportage URBAN LX+ (NZ NEW) AUTO 2.0L 5 DOOR 2WD,RV/SUV,37800.00 NZD,,Kia; Sportage; 2022; RV/SUV,,,{_make}=Kia;{_model}=Sportage;{_year}=2022,,,,,,
33224,,2022 Kia Sportage,https://www.4guys.co.nz/vehicle-details?id=3750641,https://dataapi.autoplay.co.nz/image.ashx?id=91931421&w=500&h=375&l=true,"54,360 km",2022 Kia Sportage URBAN LX+ (NZ NEW) AUTO 2.0L 5 DOOR 2WD,RV/SUV,36800.00 NZD,,Kia; Sportage; 2022; RV/SUV,,,{_make}=Kia;{_model}=Sportage;{_year}=2022,,,,,,
33227,,2017 Holden Colorado,https://www.4guys.co.nz/vehicle-details?id=3750682,https://dataapi.autoplay.co.nz/image.ashx?id=92098449&w=500&h=375&l=true,"91,962 km",2017 Holden Colorado LTZ D/CAB 4X2 (NZ NEW) AUTO 2.8L TURBO DIESEL,Utility,28950.00 NZD,,Holden; Colorado; 2017; Utility,,,{_make}=Holden;{_model}=Colorado;{_year}=2017,,,,,,
33238,,2008 Mitsubishi Lancer,https://www.4guys.co.nz/vehicle-details?id=3757263,https://dataapi.autoplay.co.nz/image.ashx?id=91933217&w=500&h=375&l=true,"117,395 km",2008 Mitsubishi Lancer EVO X AUTO 2.0L MIVEC TURBO SEDAN,Sedan,36800.00 NZD,,Mitsubishi; Lancer; 2008; Sedan,,,{_make}=Mitsubishi;{_model}=Lancer;{_year}=2008,,,,,,
33245,,2021 Toyota Highlander,https://www.4guys.co.nz/vehicle-details?id=3758615,https://dataapi.autoplay.co.nz/image.ashx?id=92098392&w=500&h=375&l=true,"65,495 km",2021 Toyota Highlander LIMITED ZR 4WD AUTO 2.L HYBRID 5 DOOR (NZ NEW),RV/SUV,59800.00 NZD,,Toyota; Highlander; 2021; RV/SUV,,,{_make}=Toyota;{_model}=Highlander;{_year}=2021,,,,,,
33256,,2020 Holden Equinox,https://www.4guys.co.nz/vehicle-details?id=3762071,https://dataapi.autoplay.co.nz/image.ashx?id=91931852&w=500&h=375&l=true,"62,040 km",2020 Holden Equinox LTZ 2.0L 4WD AUTO 5 DOOR (NZ NEW),RV/SUV,28600.00 NZD,,Holden; Equinox; 2020; RV/SUV,,,{_make}=Holden;{_model}=Equinox;{_year}=2020,,,,,,
33259,,2021 Nissan X-Trail,https://www.4guys.co.nz/vehicle-details?id=3763390,https://dataapi.autoplay.co.nz/image.ashx?id=93097556&w=500&h=375&l=true,"31,240 km",2021 Nissan X-Trail 20XI HYBRID 4WD AUTO 2.0L 5 DOOR,RV/SUV,33600.00 NZD,,Nissan; X-Trail; 2021; RV/SUV,,,{_make}=Nissan;{_model}=X-Trail;{_year}=2021,,,,,,
33265,,2018 Land Rover Range Rover Evoque,https://www.4guys.co.nz/vehicle-details?id=3764101,https://dataapi.autoplay.co.nz/image.ashx?id=93774785&w=500&h=375&l=true,"37,605 km",2018 Land Rover Range Rover Evoque 4WD AUTO 2.0L TURBO LANDMARK EDITION,RV/SUV,39800.00 NZD,,Land Rover; Range Rover Evoque; 2018; RV/SUV,,,{_make}=Land Rover;{_model}=Range Rover Evoque;{_year}=2018,,,,,,
33273,,2018 LDV T60,https://www.4guys.co.nz/vehicle-details?id=3768984,https://dataapi.autoplay.co.nz/image.ashx?id=96540856&w=500&h=375&l=true,"134,410 km",2018 LDV T60 LUXURY 4WD D/CAB AUTO 2.8L TURBO DIESEL,Utility,26800.00 NZD,,LDV; T60; 2018; Utility,,,{_make}=LDV;{_model}=T60;{_year}=2018,,,,,,
33285,,2020 Honda HR-V,https://www.4guys.co.nz/vehicle-details?id=3776648,https://dataapi.autoplay.co.nz/image.ashx?id=92610900&w=500&h=375&l=true,"68,238 km",2020 Honda HR-V Active AUTO 1.8L 5 DOOR,RV/SUV,23800.00 NZD,,Honda; HR-V; 2020; RV/SUV,,,{_make}=Honda;{_model}=HR-V;{_year}=2020,,,,,,
33298,,2022 Haval Jolion,https://www.4guys.co.nz/vehicle-details?id=3777492,https://dataapi.autoplay.co.nz/image.ashx?id=92264207&w=500&h=375&l=true,"33,574 km",2022 Haval Jolion ULTRA (NZ NEW) AUTO 1.5L TURBO 5 DOOR 2WD,RV/SUV,28800.00 NZD,,Haval; Jolion; 2022; RV/SUV,,,{_make}=Haval;{_model}=Jolion;{_year}=2022,,,,,,
33301,,2016 Holden Captiva,https://www.4guys.co.nz/vehicle-details?id=3780735,https://dataapi.autoplay.co.nz/image.ashx?id=92610921&w=500&h=375&l=true,"86,635 km",2016 Holden Captiva LTZ 7 SEATER DIESEL AUTO 2.2L TURBO DIESEL 4WD 5 DOOR,RV/SUV,19800.00 NZD,,Holden; Captiva; 2016; RV/SUV,,,{_make}=Holden;{_model}=Captiva;{_year}=2016,,,,,,
33311,,2018 Nissan Navara,https://www.4guys.co.nz/vehicle-details?id=3784198,https://dataapi.autoplay.co.nz/image.ashx?id=92789050&w=500&h=375&l=true,"90,885 km",2018 Nissan Navara RX 2WD DOUBLE CAB AUTO 2.3L TURBO DIESEL (NZ NEW),Utility,29800.00 NZD,,Nissan; Navara; 2018; Utility,,,{_make}=Nissan;{_model}=Navara;{_year}=2018,,,,,,
33308,,2021 Kia Seltos,https://www.4guys.co.nz/vehicle-details?id=3784452,https://dataapi.autoplay.co.nz/image.ashx?id=92788887&w=500&h=375&l=true,"38,643 km",2021 Kia Seltos LX+ AUTO 2.0L 5 DOOR (NZ NEW),RV/SUV,26960.00 NZD,,Kia; Seltos; 2021; RV/SUV,,,{_make}=Kia;{_model}=Seltos;{_year}=2021,,,,,,
33313,,2022 Mazda CX-5,https://www.4guys.co.nz/vehicle-details?id=3787440,https://dataapi.autoplay.co.nz/image.ashx?id=92611569&w=500&h=375&l=true,"58,630 km",2022 Mazda CX-5 GSX 2.5L 4WD (NZ NEW) AUTO 5 DOOR,RV/SUV,36800.00 NZD,,Mazda; CX-5; 2022; RV/SUV,,,{_make}=Mazda;{_model}=CX-5;{_year}=2022,,,,,,
33316,,2024 Mitsubishi Eclipse Cross,https://www.4guys.co.nz/vehicle-details?id=3788459,https://dataapi.autoplay.co.nz/image.ashx?id=92610860&w=500&h=375&l=true,"49,640 km",2024 Mitsubishi Eclipse Cross VRX (NZ NEW) AUTO 1.5L TURBO 2WD,RV/SUV,35800.00 NZD,,Mitsubishi; Eclipse Cross; 2024; RV/SUV,,,{_make}=Mitsubishi;{_model}=Eclipse Cross;{_year}=2024,,,,,,
33319,,2021 Toyota Corolla,https://www.4guys.co.nz/vehicle-details?id=3789266,https://dataapi.autoplay.co.nz/image.ashx?id=93836928&w=500&h=375&l=true,"42,641 km",2021 Toyota Corolla SPORTS GZ HYBRID AUTO 1.8L 5 DOOR,Hatchback,31800.00 NZD,,Toyota; Corolla; 2021; Hatchback,,,{_make}=Toyota;{_model}=Corolla;{_year}=2021,,,,,,
33323,,2022 Skoda Kodiaq,https://www.4guys.co.nz/vehicle-details?id=3790912,https://dataapi.autoplay.co.nz/image.ashx?id=92927968&w=500&h=375&l=true,"62,365 km",2022 Skoda Kodiaq STYLE TSI (132kw) 4WD AUTO 2.0L TURBO 7 SEATER,RV/SUV,42800.00 NZD,,Skoda; Kodiaq; 2022; RV/SUV,,,{_make}=Skoda;{_model}=Kodiaq;{_year}=2022,,,,,,
33327,,2023 Toyota Land Cruiser Prado,https://www.4guys.co.nz/vehicle-details?id=3790913,https://dataapi.autoplay.co.nz/image.ashx?id=95279149&w=500&h=375&l=true,"25,035 km",2023 Toyota Land Cruiser Prado TX L PKG 7STS AUTO 2.8L TURBO DIESEL 4WD 5 DOOR,RV/SUV,74800.00 NZD,,Toyota; Land Cruiser Prado; 2023; RV/SUV,,,{_make}=Toyota;{_model}=Land Cruiser Prado;{_year}=2023,,,,,,
33333,,2023 Toyota Land Cruiser Prado,https://www.4guys.co.nz/vehicle-details?id=3792614,https://dataapi.autoplay.co.nz/image.ashx?id=94131939&w=500&h=375&l=true,"31,221 km",2023 Toyota Land Cruiser Prado TX L PKG 7STS AUTO 2.8L TURBO DIESEL 5 DOOR 4WD,RV/SUV,75800.00 NZD,,Toyota; Land Cruiser Prado; 2023; RV/SUV,,,{_make}=Toyota;{_model}=Land Cruiser Prado;{_year}=2023,,,,,,
33343,,2023 Toyota Land Cruiser Prado,https://www.4guys.co.nz/vehicle-details?id=3796301,https://dataapi.autoplay.co.nz/image.ashx?id=94335526&w=500&h=375&l=true,"34,410 km",2023 Toyota Land Cruiser Prado TX L PKG 7STS AUTO 2.8L TURBO DIESEL 4WD 5 DOOR,RV/SUV,75800.00 NZD,,Toyota; Land Cruiser Prado; 2023; RV/SUV,,,{_make}=Toyota;{_model}=Land Cruiser Prado;{_year}=2023,,,,,,
33349,,2020 Kia Carnival,https://www.4guys.co.nz/vehicle-details?id=3798524,https://dataapi.autoplay.co.nz/image.ashx?id=93263132&w=500&h=375&l=true,"62,195 km",2020 Kia Carnival PREMIUM (8 SEATER) NZ NEW AUTO 2.2L TURBO DIESEL 5 DOOR,Van,46800.00 NZD,,Kia; Carnival; 2020; Van,,,{_make}=Kia;{_model}=Carnival;{_year}=2020,,,,,,
33353,,2018 Ford Ranger,https://www.4guys.co.nz/vehicle-details?id=3800117,https://dataapi.autoplay.co.nz/image.ashx?id=96324192&w=500&h=375&l=true,"86,325 km",2018 Ford Ranger XLT D/CAB 2WD (NZ NEW) AUTO 3.2L TURBO DIESEL,Utility,32800.00 NZD,,Ford; Ranger; 2018; Utility,,,{_make}=Ford;{_model}=Ranger;{_year}=2018,,,,,,
33354,,2022 Haval Jolion,https://www.4guys.co.nz/vehicle-details?id=3802442,https://dataapi.autoplay.co.nz/image.ashx?id=93262908&w=500&h=375&l=true,"13,922 km",2022 Haval Jolion ULTRA (NZ NEW) AUTO 1.5L TURBO 5 DOOR 2WD,RV/SUV,28800.00 NZD,,Haval; Jolion; 2022; RV/SUV,,,{_make}=Haval;{_model}=Jolion;{_year}=2022,,,,,,
33360,,2023 Toyota Land Cruiser Prado,https://www.4guys.co.nz/vehicle-details?id=3804792,https://dataapi.autoplay.co.nz/image.ashx?id=97308234&w=500&h=375&l=true,"24,230 km",2023 Toyota Land Cruiser Prado TX L PKG 7STS AUTO 2.8L TURBO DIESEL,RV/SUV,82800.00 NZD,,Toyota; Land Cruiser Prado; 2023; RV/SUV,,,{_make}=Toyota;{_model}=Land Cruiser Prado;{_year}=2023,,,,,,
33367,,2022 MG 5,https://www.4guys.co.nz/vehicle-details?id=3806243,https://dataapi.autoplay.co.nz/image.ashx?id=93265183&w=500&h=375&l=true,"25,158 km",2022 MG 5 ZS EXCITE 1.5L AUTO DOOR 2WD (NZ NEW),RV/SUV,22800.00 NZD,,MG; 5; 2022; RV/SUV,,,{_make}=MG;{_model}=5;{_year}=2022,,,,,,
33368,,2019 Audi SQ7,https://www.4guys.co.nz/vehicle-details?id=3806244,https://dataapi.autoplay.co.nz/image.ashx?id=93264439&w=500&h=375&l=true,"76,860 km",2019 Audi SQ7 4.0L V8 Bi TDI (320Kw) 7 SEATER AUTO TWIN TURBO V8 DIESEL 5 DOOR (NZ NEW),RV/SUV,79800.00 NZD,,Audi; SQ7; 2019; RV/SUV,,,{_make}=Audi;{_model}=SQ7;{_year}=2019,,,,,,
33377,,2019 Hyundai iMax,https://www.4guys.co.nz/vehicle-details?id=3808138,https://dataapi.autoplay.co.nz/image.ashx?id=93435801&w=500&h=375&l=true,"51,825 km",2019 Hyundai iMax 2.5L CRDI 8 SEATER COACH AUTO 2.5L TURBO DIESEL 5 DOOR (NZ NEW),Van,39800.00 NZD,,Hyundai; iMax; 2019; Van,,,{_make}=Hyundai;{_model}=iMax;{_year}=2019,,,,,,
33382,,2021 Toyota Corolla,https://www.4guys.co.nz/vehicle-details?id=3810174,https://dataapi.autoplay.co.nz/image.ashx?id=95043787&w=500&h=375&l=true,"31,150 km",2021 Toyota Corolla SPORT HYBRID G STYLE AUTO 1.8L 5 DOOR HATCH BACK,Hatchback,32800.00 NZD,,Toyota; Corolla; 2021; Hatchback,,,{_make}=Toyota;{_model}=Corolla;{_year}=2021,,,,,,
33383,,2021 Toyota Corolla,https://www.4guys.co.nz/vehicle-details?id=3811518,https://dataapi.autoplay.co.nz/image.ashx?id=94335900&w=500&h=375&l=true,"22,610 km",2021 Toyota Corolla SPORT HYBRID G STYLE AUTO 1.8L 5 DOOR HATCH BACK,Hatchback,33800.00 NZD,,Toyota; Corolla; 2021; Hatchback,,,{_make}=Toyota;{_model}=Corolla;{_year}=2021,,,,,,
33386,,2021 Toyota Corolla,https://www.4guys.co.nz/vehicle-details?id=3811775,https://dataapi.autoplay.co.nz/image.ashx?id=95961305&w=500&h=375&l=true,"56,202 km",2021 Toyota Corolla SPORT HYBRID G STYLE AUTO 1.8L 5 DOR HATCH BACK,Hatchback,29800.00 NZD,,Toyota; Corolla; 2021; Hatchback,,,{_make}=Toyota;{_model}=Corolla;{_year}=2021,,,,,,
33374,,2018 Hyundai Tucson,https://www.4guys.co.nz/vehicle-details?id=3811968,https://dataapi.autoplay.co.nz/image.ashx?id=93263711&w=500&h=375&l=true,"149,387 km",2018 Hyundai Tucson CRDI 4WD AUTO 2.0L TURBO DIESEL 5 DOOR,RV/SUV,18950.00 NZD,,Hyundai; Tucson; 2018; RV/SUV,,,{_make}=Hyundai;{_model}=Tucson;{_year}=2018,,,,,,
33381,,2022 Chevrolet Corvette,https://www.4guys.co.nz/vehicle-details?id=3812148,https://dataapi.autoplay.co.nz/image.ashx?id=93262822&w=500&h=375&l=true,"19,361 km",2022 Chevrolet Corvette C8 3LT Z51 CONVERTIBLE AUTO 6.2L V8 (495hp) FACTORY RHD,Coupe,189800.00 NZD,179800.00 NZD,Chevrolet; Corvette; 2022; Coupe,,,{_make}=Chevrolet;{_model}=Corvette;{_year}=2022,,,,,,
33375,,2010 Bentley Continental,https://www.4guys.co.nz/vehicle-details?id=3812157,https://dataapi.autoplay.co.nz/image.ashx?id=94889421&w=500&h=375&l=true,"65,450 km",2010 Bentley Continental SUPERSPORT AUTO 6.0L W12 COUPE (621hp),Coupe,89800.00 NZD,,Bentley; Continental; 2010; Coupe,,,{_make}=Bentley;{_model}=Continental;{_year}=2010,,,,,,
33391,,2022 Mitsubishi Outlander,https://www.4guys.co.nz/vehicle-details?id=3812355,https://dataapi.autoplay.co.nz/image.ashx?id=93263170&w=500&h=375&l=true,"53,675 km",2022 Mitsubishi Outlander XLS 4WD 7 SEATER AUTO 2.5L 5 DOOR (NZ NEW),RV/SUV,39800.00 NZD,,Mitsubishi; Outlander; 2022; RV/SUV,,,{_make}=Mitsubishi;{_model}=Outlander;{_year}=2022,,,,,,
33392,,2020 Land Rover Range Rover Evoque,https://www.4guys.co.nz/vehicle-details?id=3821570,https://dataapi.autoplay.co.nz/image.ashx?id=93436606&w=500&h=375&l=true,"62,730 km",2020 Land Rover Range Rover Evoque R P250 AUTO 2.0L TURBO DYNAMIC SE 4WD (NZ NEW),RV/SUV,62800.00 NZD,59990.00 NZD,Land Rover; Range Rover Evoque; 2020; RV/SUV,,,{_make}=Land Rover;{_model}=Range Rover Evoque;{_year}=2020,,,,,,
33379,,2019 Kia Stinger,https://www.4guys.co.nz/vehicle-details?id=3822922,https://dataapi.autoplay.co.nz/image.ashx?id=93264100&w=500&h=375&l=true,"68,864 km",2019 Kia Stinger GT SPORT 3.3L (NZ NEW) AUTO 3.3L TWIN TURBO LIFTBACK,Sedan,44800.00 NZD,,Kia; Stinger; 2019; Sedan,,,{_make}=Kia;{_model}=Stinger;{_year}=2019,,,,,,
33396,,2014 Chevrolet Camaro,https://www.4guys.co.nz/vehicle-details?id=3824674,https://dataapi.autoplay.co.nz/image.ashx?id=93435637&w=500&h=375&l=true,"18,455 km",2014 Chevrolet Camaro 2SS/RS (2014) COUPE AUTO 6.2L V8 (410hp) COUPE (FACELIFT),Coupe,64800.00 NZD,,Chevrolet; Camaro; 2014; Coupe,,,{_make}=Chevrolet;{_model}=Camaro;{_year}=2014,,,,,,
33395,,2024 Mercedes-Benz GLB 200,https://www.4guys.co.nz/vehicle-details?id=3824684,https://dataapi.autoplay.co.nz/image.ashx?id=93436820&w=500&h=375&l=true,"30,550 km",2024 Mercedes-Benz GLB 200 AMG LINE AUTO 1.3L TURBO 2WD (NZ NEW),RV/SUV,62800.00 NZD,,Mercedes-Benz; GLB 200; 2024; RV/SUV,,,{_make}=Mercedes-Benz;{_model}=GLB 200;{_year}=2024,,,,,,
33400,,2018 Kia Carnival,https://www.4guys.co.nz/vehicle-details?id=3824686,https://dataapi.autoplay.co.nz/image.ashx?id=93436218&w=500&h=375&l=true,"69,795 km",2018 Kia Carnival PREMIUM (8 SEATER) NZ NEW AUTO 2.2L TURBO DIESEL,Van,41800.00 NZD,,Kia; Carnival; 2018; Van,,,{_make}=Kia;{_model}=Carnival;{_year}=2018,,,,,,
33401,,2019 Nissan Serena,https://www.4guys.co.nz/vehicle-details?id=3824687,https://dataapi.autoplay.co.nz/image.ashx?id=94890000&w=500&h=375&l=true,"51,550 km",2019 Nissan Serena HIGHWAY STAR 8 STR COACH AUTO 2.0L HYBRID 5 DOOR 2WD,Van,29800.00 NZD,,Nissan; Serena; 2019; Van,,,{_make}=Nissan;{_model}=Serena;{_year}=2019,,,,,,
33411,,2023 Mazda CX-60,https://www.4guys.co.nz/vehicle-details?id=3829272,https://dataapi.autoplay.co.nz/image.ashx?id=95408118&w=500&h=375&l=true,"9,595 km",2023 Mazda CX-60 XD EXCLUSIVE MODE AUTO 3.3L TURBO DIESEL HYBRID 5 DOOR 2WD,RV/SUV,52800.00 NZD,,Mazda; CX-60; 2023; RV/SUV,,,{_make}=Mazda;{_model}=CX-60;{_year}=2023,,,,,,
33412,,2022 Mazda CX-60,https://www.4guys.co.nz/vehicle-details?id=3831386,https://dataapi.autoplay.co.nz/image.ashx?id=95406678&w=500&h=375&l=true,"12,265 km",2022 Mazda CX-60 XD HYBRID EXCLUSIVE 4WD AUTO 3.3L TURBO DIESEL HYBRID,RV/SUV,52800.00 NZD,,Mazda; CX-60; 2022; RV/SUV,,,{_make}=Mazda;{_model}=CX-60;{_year}=2022,,,,,,
33413,,2023 Toyota Land Cruiser Prado,https://www.4guys.co.nz/vehicle-details?id=3831387,https://dataapi.autoplay.co.nz/image.ashx?id=94890051&w=500&h=375&l=true,"29,295 km",2023 Toyota Land Cruiser Prado TX L PKG 7STS AUTO 2.8L TURBO DIESEL 4WD 5 DOOR,RV/SUV,82800.00 NZD,,Toyota; Land Cruiser Prado; 2023; RV/SUV,,,{_make}=Toyota;{_model}=Land Cruiser Prado;{_year}=2023,,,,,,
33415,,2025 Mazda CX-80,https://www.4guys.co.nz/vehicle-details?id=3831389,https://dataapi.autoplay.co.nz/image.ashx?id=94742662&w=500&h=375&l=true,"2,030 km",2025 Mazda CX-80 XD EXCLUSIVE MODE AUTO 3.3L TURBO DIESEL HYBRID,RV/SUV,64800.00 NZD,,Mazda; CX-80; 2025; RV/SUV,,,{_make}=Mazda;{_model}=CX-80;{_year}=2025,,,,,,
33417,,2016 Audi A4,https://www.4guys.co.nz/vehicle-details?id=3832155,https://dataapi.autoplay.co.nz/image.ashx?id=94890117&w=500&h=375&l=true,"47,860 km",2016 Audi A4 AVANT 2.0L TFSI S-LINE AUTO 5 DOOR 2WD,Station Wagon,22800.00 NZD,,Audi; A4; 2016; Station Wagon,,,{_make}=Audi;{_model}=A4;{_year}=2016,,,,,,
33419,,2013 Chrysler 300C,https://www.4guys.co.nz/vehicle-details?id=3832157,https://dataapi.autoplay.co.nz/image.ashx?id=94742621&w=500&h=375&l=true,"47,687 km",2013 Chrysler 300C 3.6L LUXURY AUTO SEDAN,Sedan,25800.00 NZD,,Chrysler; 300C; 2013; Sedan,,,{_make}=Chrysler;{_model}=300C;{_year}=2013,,,,,,
